🌴	palmeira, árvore
🌵	cacto, planta
🌾	arroz, espiga, espiga de arroz, planta de arroz
🌿	erva, folha
☘	trevo, trevo de três folhas
🍀	folhas, quatro, trevo, trevo de quatro folhas
🍁	folha, folha caída, folha de bordo
🍂	cair, caídas, folha, folhas, folhas caídas
🍃	folha, folha ao vento, soprando, vento
🍇	fruta, uvas
🍈	fruta, melão
🍉	fruta, melancia
🍊	fruta, laranja, tangerina
🍋	cítrico, fruta, limão, limão siciliano
🍌	banana, fruta
🍍	abacaxi, fruta
🥭	fruta, manga, tropical
🍎	fruta, maçã, maçã vermelha, vermelha
🍏	fruta, maçã, maçã verde, verde
🍐	fruta, pera
🍑	fruta, pêssego
🍒	cereja, fruta, frutas vermelhas
🍓	fruta, frutas vermelhas, morango
🥝	comida, fruta, kiwi
🍅	fruta, fruto, legume, tomate
🥥	coco, fruta
🥑	abacate, comida, fruta
🍆	berinjela, legume
🥔	batata, comida, legume
🥕	cenoura, comida, legume
🌽	espiga, espiga de milho, milho
🌶	apimentado, pimenta, tempero
🥒	comida, legume, pepino, picles
🥬	alface, bok choy, couve, repolho, verdura
🥦	brócolis
🍄	champignon, cogumelo
🥜	amendoim, comida
🌰	castanha, planta
🍞	pão, pão de forma
🥐	comida, croissant, pão
🥖	baguete, bisnaga, comida, pão
🥨	pretzel
🥯	chimia, pão, rosca
🥞	comida, crepes, panquecas
🧀	queijo, queijo suíço
🍖	`carne, carne, carne com osso
🍗	aves, coxa, coxa de frango, coxinha
🥩	bife, corte de carne, costeleta de porco
🥓	bacon, comida, toucinho
🍔	búrguer, hambúrguer
🍟	batata frita, fritas
🍕	fatia de pizza, pizza
🌭	cachorro-quente, hot dog, pão com salsicha
🥪	sanduíche
🌮	comida mexicana, taco
🌯	burrito, comida mexicana
🥙	comida, kebab, pão, pão recheado, recheio, wrap
🥚	comida, ovo
🍳	frigideira, ovo, ovo estrelado, ovo frito
🥘	caçarola, caçarola com comida, comida, paella, panela, rasa
🍲	ensopado, panela, tigela de comida
🥣	café da manhã, cereal, tigela com colher
🥗	comida, salada, salada verde, verde
🍿	balde de pipoca, pipoca, pipoca de cinema
🧂	condimento, sal, saleiro
🥫	comida enlatada, lata
🍱	bentô, caixa, caixa de bentô
🍘	arroz, biscoito de arroz, cracker
🍙	arroz, arroz japonês, japonês, onigiri
🍚	arroz, arroz cozido
🍛	arroz, arroz com curry, curry, curry e arroz
🍜	lámen, ramen, tigela
🍝	espaguete, macarronada, macarrão
🍠	assada, batata, batata assada, batata-doce
🍢	espetinho, frutos do mar, frutos do mar no espetinho, oden, restaurante
🍣	comida japonesa, sushi
🍤	camarão, camarão frito, tempura
🍥	bolinho de peixe, croquete de peixe, peixe
🥮	bolo lunar, festival, outono, yuèbǐng
🍡	bolinho japonês, dango, japonês, mochi, mochiko, sobremesa
🥟	asiático, bolinho, bolinho asiático, chinês, dumpling, empanada
🥠	biscoito da sorte, profecia
🥡	caixa para viagem
🍦	sorvete, sorvete de casquinha, sorvete italiano, sorvete na casquinha
🍧	gelo, raspadinha, raspadinha de gelo, sobremesa
🍨	sobremesa, sorvete
🍩	donut, rosquinha
🍪	biscoito, bolacha, cookie, doce
🎂	aniversário, bolo, bolo de aniversário, comemoração
🍰	bolo, fatia, fatia de bolo, pão de ló, pão de ló de morango, sobremesa
🧁	bolo, confeitaria, cupcake, doce, torta
🥧	fatia de torta, torta
🍫	barra, barra de chocolate, chocolate
🍬	bala, balinha, doce
🍭	bala, doce, pirulito
🍮	pudim, pudim de leite, pudim de ovos
🍯	mel, pote, pote de mel
🍼	bebê, leite, leitinho, mamadeira, neném
🥛	copo, copo de leite, leite
☕	cafezinho, café, chá
🍵	bebida, chá, xícara, xícara de chá, xícara de chá sem alça
🍶	bar, bebida, copo, garrafa, garrafa e copo de saquê, saquê
🍾	bar, champanha, champanhe, espumante, garrafa, garrafa de champanhe
🍷	bar, bebida, cálice de vinho, taça de vinho, vinho
🍸	bar, coquetel, taça de coquetel
🍹	bar, bebida, bebida tropical, coquetel de frutas, drink, tropical
🍺	bar, caneca, caneca de cerveja, cerveja, chopp
🍻	bar, caneca, canecas, canecas de cerveja, cerveja, chopp
🥂	brinde, champanhe, comemoração, taça, taças brindando, tim-tim
🥃	bebida, copo, drink, whisky
🥤	copo com canudo, suco
🥢	hashi, pauzinhos
🍽	prato com garfo e faca, prato com talheres, prato com talheres ao lado, restaurante
🍴	faca, garfo, garfo e faca, talher
🥄	colher, talher
🔪	faca, faca de cozinha
🏺	ornamento chinês, vaso, vaso chinês, ânfora
🌍	Europa, Terra, globo mostrando Europa e África, África
🌎	América, Terra, as Américas, globo mostrando as Américas
🌏	Austrália, Terra, globo mostrando Ásia e Oceania, Ásia
🌐	globo com meridianos, meridianos
🗺	geografia, mapa, mapa-múndi, mundo
🗾	Japão, mapa, mapa do Japão
🧭	bússola, bússola magnética, navegação, orientação
🏔	frio, montanha, montanha com neve, neve
⛰	montanha
🌋	erupção vulcânica, vulcão
🗻	Monte Fuji, montanha
🏕	acampamento, barraca
🏖	guarda-sol, praia, praia e guarda-sol
🏜	deserto
🏝	ilha, ilha deserta
🏞	parque, parque com rio, parque nacional, rio
🏟	estádio
🏛	arquitetura, clássico, grego, prédio grego
🏗	construção, obra
🧱	argamassa, argila, muro, parede, tijolo, tijolos
🏘	casas
🏚	casa, casa abandonada
🏠	casa, construção
🏡	casa, casa com jardim, construção, jardim, lar
🏢	edifício, edifício comercial, escritório
🏣	correio, correio japonês, japonês, oriental, prédio
🏤	correio, europeu, prédio
🏥	hospital, prédio
🏦	banco, prédio
🏨	hotel, prédio
🏩	amor, hotel, motel, prédio
🏪	conveniência, loja, loja de conveniência, prédio
🏫	escola, prédio, prédio da escola
🏬	departamentos, loja, loja de departamentos
🏭	fábrica, prédio
🏯	castelo, castelo japonês, prédio
🏰	castelo, castelo europeu, prédio
💒	capela, capela de casamento, casamento, romance
🗼	Torre de Tóquio, Tóquio, torre
🗽	Estátua da Liberdade, estátua, liberdade
⛪	igreja, prédio
🕌	islã, mesquita, muçulmano, religião
🕍	judaísmo, judeu, religião, sinagoga, templo
⛩	japonês, oriental, religião, santuário japonês
🕋	caaba islã, islã, muçulmano, religião
⛲	chafariz, fonte
⛺	acampamento, barraca
🌁	enevoado, neblina
🌃	estrelas, noite, noite estrelada
🏙	cidade, prédios
🌄	aurora sobre montanhas, montanha, nascer do sol sobre as montanhas, sol da manhã
🌅	aurora sobre água, rio, sol da manhã, sol nascendo
🌆	anoitecer, cidade, cidade ao anoitecer, noite, paisagem, prédio, pôr do sol
🌇	anoitecer, prédio, pôr do sol, pôr do sol sobre prédios
🌉	noite, ponte da noite, ponte à noite
♨	calor, chamas, fogo
🌌	céu, estrelado, via láctea
🎠	carrossel, cavalo, cavalo de carrossel, entretenimento
🎡	entretenimento, gigante, parque de diversões, roda, roda gigante
🎢	entretenimento, montanha, montanha russa, parque de diversões, russa
💈	barbearia, barbeiro, pólo, pólo do barbeiro
🎪	circo, entretenimento, lona, lona de circo
🚂	locomotiva, trem, veículo
🚃	bonde elétrico, elétrico, ferroviário, trem elétrico, vagão de trem, vagão ferroviário, veículo
🚄	sistema de trens bala japonês, trem, trem de alta velocidade, veículo
🚅	parte dianteira em formato de bala, sistema de trens bala japonês, sistema de trens bala japonês com parte dianteira em formato de bala, trem, trem de alta velocidade japonês, veículo
🚆	ferrovia, trem, veículo
🚇	metrô, veículo
🚈	leve, trem, trem urbano, veículo
🚉	estação, trem
🚊	bonde elétrico, veículo
🚝	monotrilho, veículo
🚞	carro, estrada de ferro, estrada de ferro na montanha, montanha, teleférico, veículo
🚋	bonde, bonde elétrico, carro, veículo
🚌	veículo, ônibus
🚍	se aproximando, veículo, ônibus, ônibus se aproximando
🚎	bonde elétrico, veículo, ônibus, ônibus movido a eletricidade
🚐	van, veículo, ônibus
🚑	ambulância, veículo
🚒	caminhão do corpo de bombeiros, carro, carro do corpo de bombeiros, fogo, veículo
🚓	carro patrulha, polícia, veículo, viatura policial
🚔	polícia, veículo, viatura policial, viatura policial se aproximando
🚕	táxi, veículo
🚖	táxi, táxi se aproximando, veículo
🚗	automóvel, carro, veículo
🚘	automóvel, automóvel se aproximando, carro, carro se aproximando, se aproximando, veículo
🚙	carro, trailer, veículo, veículo recreacional
🚚	caminhão, caminhão de entrega, veículo
🚛	caminhão, caminhão articulado, semi, trailer, veículo
🚜	trator, veículo
🚲	bicicleta, veículo
🛴	brinquedo, patinete
🛹	skate
🛵	moto, scooter
🚏	ponto, ponto de ônibus, ônibus
🛣	caminho, estrada
🛤	trem, trilhos
🛢	barril de óleo, lata, lata de óleo, óleo
⛽	bomba de combustível, combustível, gasolina, posto, posto de gasolina
🚨	carro da polícia, farol policial, luz de viatura policial, luz giratória, sirene
🚥	luz, semáforo horizontal, sinais de trânsito, trânsito
🚦	luz, semáforo vertical, sinais de trânsito, trânsito
🛑	pare, sinal, sinal de pare
🚧	construção, em construção, símbolo, símbolo para “em construção”
⚓	sinal, âncora
⛵	barco, barco a vela, iate, resort, resort marítimo
🛶	barco, canoa
🚤	barco, lancha, veículo
🛳	cruzeiro, navio, passageiros, veículo
⛴	balsa, barco
🛥	barco, motor, veículo
🚢	navio, veículo aquático
✈	avião, aéreo, veículo
🛩	avião pequeno, aéreo, veículo, veículo pequeno
🛫	avião decolando, decolando, decolar, veículo
🛬	aterrissagem, aterrissando, avião, avião aterrissando, pousando, veículo
💺	assento, cadeira
🚁	helicóptero, veículo
🚟	estrada de ferro, estrada de ferro suspensa, suspensão, veículo
🚠	bonde, cabo, cabo suspenso usado em teleféricos nas montanhas, montanha, teleférico, teleférico na montanha, veículo
🚡	aérea, gôndola, linha de bonde, linha de bonde aérea, teleférico, veículo
🛰	satélite, veículo
🚀	foguete, veículo
🛸	disco voador
🛎	hotel, sineta, sino
🧳	bagagem, mala, viagem
⌛	ampulheta, areia
⏳	ampulheta cheia em cima, relógio, relógio de areia
⌚	relógio, relógio de pulso
⏰	alarme, despertador, relógio
⏱	cronômetro, relógio
⏲	cronômetro, relógio, relógio temporizador
🕰	relógio, relógio de mesa
🕛	12 horas, 12h00, doze, relógio
🕧	12h30, doze e meia, relógio
🕐	1 hora, 1h00, relógio, uma
🕜	1h30, relógio, uma e meia
🕑	2 horas, 2h00, duas, relógio
🕝	2h30, duas e meia, relógio
🕒	3 horas, 3h00, relógio, três
🕞	3h30, relógio, três e meia
🕓	4 horas, 4h00, quatro, relógio
🕟	4h30, quatro e meia, relógio
🕔	5 horas, 5h00, cinco, relógio
🕠	5h30, cinco e meia, relógio
🕕	6 horas, 6h00, relógio, seis
🕡	6h30, relógio, seis e meia
🕖	7 horas, 7h00, relógio, sete
🕢	7h30, relógio, sete e meia
🕗	8 horas, 8h00, oito, relógio
🕣	8h30, oito e meia, relógio
🕘	9 horas, 9h00, nove, relógio
🕤	9h30, nove e meia, relógio
🕙	10 horas, 10h00, dez, relógio
🕥	10h30, dez e meia, relógio
🕚	11 horas, 11h00, onze, relógio
🕦	11h30, onze e meia, relógio
🌑	escuro, lua, lua negra, lua nova, nova
🌒	crescente, côncava, lua, lua crescente côncava
🌓	lua, lua de quarto crescente, quarto, quarto crescente
🌔	convexa, crescente, lua, lua crescente convexa
🌕	cheia, lua, lua cheia, luar
🌖	convexa, lua, lua minguante convexa, minguante
🌗	lua, lua de quarto minguante, quarto, quarto minguante
🌘	côncava, lua, lua minguante côncava, minguante
🌙	crescente, lua
🌚	lua, lua nova, lua nova com rosto, rosto, rosto da lua nova
🌛	lua, lua com rosto, lua de quarto crescente, quarto crescente, quarto crescente com rosto, rosto, rosto da lua de quarto crescente
🌜	lua, lua com rosto, lua de quarto minguante, quarto minguante, quarto minguante com rosto, rosto, rosto da lua de quarto minguante
🌡	clima, tempo, termômetro
☀	clima, dia claro, raios, sol, solar, tempo
🌝	cheia, lua, lua cheia com rosto, lua com rosto, rosto, rosto da lua cheia
🌞	rosto, rosto do sol, sol
⭐	estrela branca média
🌟	brilhante, brilho, cintilante, estrela, estrela brilhante, luminosa, reluzente
🌠	cadente, cai, estrela, estrela cadente
☁	clima, nuvem
⛅	nuvem, sol, sol com nuvens, sol por trás das nuvens
⛈	chuva, chuva com trovão, clima, nuvem, trovão
🌤	clima, nuvem, sol, sol com nuvens
🌥	clima, nublado, nuvem, sol
🌦	chuva, clima, nuvem, sol, sol com chuva
🌧	chuva, clima, nuvem, nuvem com chuva
🌨	clima, frio, neve, nuvem, nuvem com neve
🌩	clima, nuvem, nuvem com trovão, relâmpago
🌪	clima, furacão, nuvem, tornado
🌫	clima, furacão, neblina, nuvem
🌬	clima, nuvem, rosto, rosto de vento, sopro, vento
🌀	ciclone, furacão, twister, zonzo
🌈	arco-íris, chuva, clima
🌂	chuva, chuvoso, guarda-chuva
☂	acessório, chuva, clima, sombrinha aberta
☔	acessório, chuva, clima, gotas, sombrinha, sombrinha na chuva
⛱	chuva, clima, guarda-sol, sol, sombrinha
⚡	alta, alta tensão, perigo, perigo de alta tensão, sinal, sinal de alta tensão, tensão
❄	clima, floco, floco de neve, frio, neve
☃	boneco, boneco de neve, boneco de neve na neve, clima, frio, neve
⛄	boneco de neve, boneco de neve sem neve, neve
☄	cometa, espaço, estrela cadente, meteoro, satélite
🔥	chama, fogo
💧	com suor, engraçado, gota, gota de suor, suor
🌊	onda, onda de água, onda do oceano
🎃	abóbora, abóbora de halloween, comemoração, halloween, jack, lanterna
🎄	comemoração, árvore, árvore de natal
🎆	comemoração, fogos de artifício
🎇	comemoração, fogo de artifício, fogo de artifício vela estrela, vela estrela
🧨	bombinha, dinamite, explosivo, fogos de artifício
✨	brilhos, estrelas, estrelas brilhantes, faíscas
🎈	balão, comemoração
🎉	alegria, comemoração, cone de festa, festa
🎊	bola, bola de confetes, comemoração, confete
🎋	comemoração, árvore, árvore de tanabata, árvore japanesa
🎍	bambu, comemoração, decoração de pinhas, decoração de pinhos, japonês, pinha
🎎	bonecas, bonecas japanesas, bonecas japonesas, comemoração, festival
🎏	bandeira de carpas, comemoração, koinobori, subida de carpas
🎐	carrilhão de vento, sino, som, vento
🎑	cerimônia de contemplação da lua, comemoração, contemplação, contemplação da lua, lua
🧧	boa sorte, dinheiro, envelope vermelho, hóngbāo, lai see, presente
🎀	comemoração, fita
🎁	comemoração, embrulhado, mimo, presente
🎗	celebração, comemoração, fita de lembrete, laço, lembrete
🎟	entrada, ingresso, ingresso de cinema
🎫	entretenimento, ingresso
🎖	condecoração, medalha, medalha militar, militar, prêmio
🏆	prêmio, troféu
🏅	medalha, medalha esportiva, vitória
🥇	1º. lugar, medalha, medalha de ouro, ouro, vitória
🥈	2º. lugar, medalha, medalha de prata, prata, segundo
🥉	3º. lugar, bronze, medalha, medalha de bronze, terceiro
⚽	bola, bola de futebol, futebol
⚾	beisebol, bola, bola de beisebol
🥎	bola, embaixo do braço, luva, softbol
🏀	bola, bola de basquete, cesta, cesta de basquete
🏐	bola, bola de vôlei, jogo
🏈	americano, bola, bola de futebol americano
🏉	bola, bola de futebol, bola de rugby
🎾	bola, bola de tênis, raquete de tênis, tênis
🥏	frisbee, ultimate
🎳	bola, bola de boliche, boliche, jogo
🏏	bola, críquete, jogo, taco
🏑	bola, campo, hóquei, hóquei de campo, jogo, taco
🏒	disco, gelo, hóquei, hóquei no gelo, jogo, taco
🥍	bastão, bola, gol, lacrosse
🏓	mesa, pingue-pongue, raquete, tênis de mesa
🏸	badminton, jogo, peteca, raquete
🥊	boxe, luva, luva de boxe
🥋	artes marciais, judô, karatê, quimono, quimono de artes marciais, taekwondo
🥅	esporte, gol, rede
⛳	bandeira de golfe, bandeira no buraco, buraco, golfe
⛸	gelo, patinação no gelo, patins, patins de gelo
🎣	peixe, pesca, vara, vara de pescar e peixe
🎽	camiseta, camiseta de corrida, camiseta de corrida com faixa, corrida
🎿	bota, esporte, esqui, esqui e bota
🛷	trenó
🥌	pedra, pedra de curling
🎯	jogo, mira, na mosca, no alvo, tiro, tiro certeiro
🎱	bilhar, bola oito, jogo
🔮	adivinhação, bola, bola de cristal, cristal, destino
🧿	amuleto, mau-olhado, miçanga, nazar, olho turco, talismã
🎮	controle, controle de videogame, game, jogo, videogame
🕹	game, jogo, joystick, videogame
🎰	caça-níquel, jogo de azar, máquina caça-níqueis
🎲	dado, dados, jogo, jogo de dado
🧩	dica, encaixe, peça, quebra-cabeça
🧸	brinquedo, enchimento, pelúcia, ursinho de pelúcia
♠	baralho, carta, espadas, jogo, naipe, naipe de espadas
♥	baralho, carta, copas, jogo, naipe, naipe de copas
♦	baralho, carta, jogo, naipe, naipe de ouros, ouro
♣	baralho, carta, jogo, naipe, naipe de paus, paus
♟	peão, peão de xadrez, truque, xadrez
🃏	baralho, carta, curinga, joker
🀄	dragão vermelho, dragão vermelho de mahjong, mahjong, peça, peça de mahjong, vermelho
🎴	Hanafuda, baralho, carta de baralho, carta de flores, flores, jogo de baralho
🎭	arte, arte dramática, entretenimento, espetáculo, máscara
🖼	arte, moldura, pintura, quadro, quadro emoldurado
🎨	arte, artista, paleta, paleta artística, paleta de tintas, pintura
🧵	agulha, barbante, carretel, costura
🧶	bola, crochê, novelo, tricô
🔇	alto-falante, alto-falante silenciado, mudo, quieto, silenciar, silêncio
🔈	alto-falante com volume baixo, volume baixo
🔉	alto-falante com volume médio, volume médio
🔊	alto-falante com volume alto, volume alto
📢	alto, alto-falante, buzina, discurso público, megafone
📣	aplausos, comunicação, megafone
📯	corneta, corneta postal, correios, postal
🔔	sino
🔕	mudo, proibido, quieto, silencioso, sino, sino silenciado
🎼	música, partitura, partitura musical
🎵	música, nota, nota musical
🎶	música, nota, notas, notas musicais
🎙	estúdio, microfone, microfone de estúdio, música
🎚	controle, controle de volume, música, volume
🎛	botões, botões giratórios, controle, música
🎤	entretenimento, karaokê, mic, microfone
🎧	fone de ouvido, fones de ouvido
📻	rádio, vídeo
🎷	instrumento, instrumento musical, música, sax, saxofone
🎸	guitarra, instrumento, instrumento musical, música
🎹	instrumento, instrumento musical, música, piano, teclado, teclado musical
🎺	instrumento, instrumento musical, música, trompete
🎻	instrumento, instrumento musical, música, violino
🥁	baquetas, música, percussão, tambor
📱	celular, telefone, telefone celular, telefone móvel
📲	celular, receber, seta, telefone, telefone celular com seta
☎	gancho, telefone, telefone no gancho
📞	aparelho de telefone, comunicação, telefone
📟	comunicação, pager
📠	comunicação, fax, máquina de fax
🔋	bateria, pilha
🔌	eletricidade, elétrica, plugue, tomada elétrica
💻	PC, computador, laptop, pessoal
🖥	computador, computador de mesa, desktop
🖨	acessório, computador, impressora
⌨	acessório, computador, digitação, teclado
🖱	acessório, computador, mouse
🖲	computador, mouse, trackball
💽	MD, computador, disco, mini disc, minidisc, minidisk
💾	computador, disco, disco flexível, disquete
💿	cd, computador, disco, óptico
📀	DVD, blu-ray, computador, disco, dvd, óptico
🧮	cálculo, ábaco
🎥	cinema, câmera, câmera de cinema, entretenimento, filme
🎞	cinema, filme, rolo de filmes
📽	cinema, filme, projetor, projetor de filmes, vídeo
🎬	cena, claquete, entretenimento, filme, tomada
📺	TV, televisão, vídeo
📷	câmera, vídeo
📸	câmera, câmera com flash, flash, vídeo
📹	câmera, câmera de vídeo, vídeo
📼	fita, vhs, videocassete, vídeo
🔍	ferramenta, lente de aumento, lupa, lupa para a esquerda, pesquisa
🔎	ferramenta, lente de aumento, lupa, lupa para a direita, pesquisa
🕯	luz, vela
💡	elétrica, ideia, luz, lâmpada, quadrinhos
🔦	elétrica, ferramenta, lanterna, luz
🏮	bar, izakaya, lanterna, lanterna de papel, lanterna vermelha de papel, vermelha
📔	caderno, caderno decorado, capa, decorado, livro
📕	fechado, livro, livro fechado
📖	aberto, livro, livro aberto
📗	livro, livro verde, verde
📘	azul, livro, livro azul
📙	laranja, livro, livro laranja
📚	livro, livros
📓	caderno, folhas
📒	caderno, livro contábil
📃	dobrado, documento, página, página dobrada
📜	pergaminho, rolo de papel
📄	documento, parte da frente para cima, página, página com a parte da frente para cima, página voltada para cima
📰	jornal, notícias
🗞	enrolado, jornal, jornal enrolado, notícias
📑	marcador, marcador de página, marcadores de página, marcar
🔖	marcador, marcador de página, página
🏷	etiqueta, rótulo
💰	dinheiro, saco, saco de dinheiro
💴	dinheiro, iene, moeda, nota, nota bancária, nota de iene
💵	dinheiro, dólar, moeda, nota, nota bancária, nota de dólar
💶	dinheiro, euro, moeda, nota, nota bancária, nota de euro
💷	dinheiro, libra, moeda, nota, nota bancária, nota de libra
💸	banco, dinheiro, dinheiro com asas, dinheiro voando, nota, nota bancária voando
💳	cartão, cartão de crédito, crédito, dinheiro
🧾	contabilidade, escrituração, evidência, prova, recibo
💹	crescimento, dinheiro, gráfico, gráfico subindo com iene, iene, iene em alta
💱	banco, câmbio, câmbio de moeda, dinheiro, moeda
💲	cifrão, dinheiro, dólar, moeda, símbolo do dólar
✉	carta, correspondência, e-mail, email, envelope
📧	carta, comunicação, correspondência, e-mail
📨	carta, comunicação, correspondência, correspondência recebida, e-mail, envelope, envelope chegando, nova
📩	carta, e-mail, email, envelope, envelope com seta, seta
📤	bandeja, bandeja de saída, caixa, caixa de enviadas, caixa de saída, comunicação, correspondência, enviada
📥	bandeja, bandeja de entrada, caixa, caixa de entrada, comunicação, correspondência, recebida
📦	caixa, embrulho, pacote
📫	bandeira, caixa com bandeira levantada, caixa de correio fechada com bandeira levantada, caixa de correspondência com bandeira levantada, correspondência, fechada
📪	bandeira, caixa com bandeira abaixada, caixa de correio fechada com bandeira abaixada, caixa de correspondência vazia, correspondência, fechada
📬	aberta, bandeira, caixa de correio aberta com bandeira levantada, caixa de correspondência aberta com bandeira levantada, correspondência
📭	aberta, bandeira, caixa de correio aberta com bandeira abaixada, caixa de correspondência aberta com bandeira abaixada, caixa de correspondência aberta e vazia, correspondência
📮	caixa de correio, correio, correspondência
🗳	cédula, urna, urna eleitoral com cédula, votar, voto
✏	lápis
✒	caneta, caneta tinteiro, ponta de caneta tinteiro, preto, tinta
🖋	caneta, caneta tinteiro, tinteiro
🖊	caneta, esferográfica
🖌	pincel, pintar
🖍	giz, giz de cera
📝	lápis, memorando
💼	mala, maleta, pasta
📁	arquivo, pasta, pasta de arquivos
📂	aberta, arquivo, pasta, pasta de arquivos aberta
🗂	divisor, divisores de pastas, pastas, índice
📅	calendário, data, datas
📆	calendário, calendário com folhas destacáveis, folhas destacáveis
🗒	bloco, bloco espiral, caderno, espiral
🗓	bloco, calendário, calendário espiral, espiral
📇	índice, índice de cartões
📈	crescimento, diagrama, gráfico, gráfico de tendência de crescimento, gráfico subindo, tendência de crescimento
📉	diagrama, gráfico, gráfico caindo, gráfico de tendência negativa, negativa, tendência negativa
📊	barra, barras, gráfico, gráfico de barras
📋	anotações, prancheta
📌	alfinete, tacha
📍	alfinete, tacha, tacha redonda
📎	clipe, clipe de papel
🖇	clipe, clipes, clipes de papel, clipes de papel conectados
📏	régua, régua reta
📐	régua, régua triangular, triângulo
✂	cortar, ferramenta, tesoura
🗃	arquivo, caixa, caixa de arquivos, cartão
🗄	arquivo, escritório, gabinete, gavetas, gavetas de escritório
🗑	cesto de lixo, lixeira
🔒	cadeado, fechado, trancado
🔓	aberto, cadeado, cadeado aberto, destrancado
🔏	cadeado com caneta, cadeado com caneta tinteiro, caneta tinteiro, privacidade
🔐	cadeado com chave, cadeado fechado com chave, seguro
🔑	chave, senha
🗝	antiga, chave, chave antiga, fechadura
🔨	ferramenta, martelo
⛏	ferramenta, mineração, picareta
⚒	ferramenta, martelo, martelo e picareta, picareta
🛠	chave, chave-inglesa, ferramenta, martelo, martelo e chave-inglesa
🗡	adaga, arma, faca
⚔	arma, cruzadas, espadas, espadas cruzadas, guerra
🔫	arma, ferramenta, pistola, revólver
🏹	arco, arco e flecha, arma, flecha, sagitário, zodíaco
🛡	arma, escudo
🔧	chave inglesa, ferramenta
🔩	ferramenta, parafuso, porca, porca e parafuso
⚙	engrenagem, ferramenta
🗜	braçadeira, compressão, ferramenta, morsa, torno
⚖	balança, ferramenta, justiça, libra, peso, zodíaco
🔗	corrente, link
⛓	corrente, correntes, correntes de metal, metal
🧰	caixa, caixa de ferramentas, ferramenta, mecânico
🧲	atração, ferradura, magnético, ímã
⚗	alambique, ferramenta, química
🧪	ciência, experiência, laboratório, química, químico, tubo de ensaio
🧫	bactéria, biologia, biólogo, cultura, laboratório, placa de Petri
🧬	biólogo, dna, evolução, gene, genética, vida
🔬	ciência, ferramenta, microscópio
🔭	ciência, ferramenta, telescópio
📡	antena, antena parabólica, comunicação, parabólica, satélite
💉	agulha, médico, remédio, seringa
💊	comprimido, medicina, médico, pílula, remédio
🚪	porta
🛏	cama, hotel, sono
🛋	hotel, lâmpada, sofá, sofá e luminária
🚽	banheiro, privada, sanitário, toalete, vaso sanitário
🚿	banho, chuveiro, ducha, água
🛁	banheira
🧴	frasco de loção, hidratante, loção, protetor solar, xampu
🧷	alfinete de segurança, fralda, punk rock
🧹	bruxa, limpar, varrer, vassoura
🧺	agrícola, cesta, cesto de roupa, piquenique
🧻	papel higiênico, rolo de papel, toalhas de papel
🧼	banho, barra, espuma, limpeza, sabonete, saboneteira
🧽	absorvente, esponja, limpeza, porosa
🧯	apagar, extinguir, extintor de incêndio, incêndio
🛒	carrinho, carrinho de compras, compras, mercado
🚬	cigarro, fumar
⚰	caixão, caixão funerário, funeral, morte, velório
⚱	cinzas, funeral, morte, urna, urna funerária
🗿	estátua, moai, moyai, rosto
🏧	automático, banco, caixa, símbolo de caixa automático
🚮	coloque o lixo no lixo, lixeira, símbolo, símbolo de lixeira
🚰	beber, potável, água, água potável
♿	acesso, cadeira de rodas, sinal, símbolo de cadeira de rodas
🚹	banheiro, banheiro masculino, homem, lavatório, masculino, toalete, wc
🚺	banheiro, banheiro feminino, feminino, lavatório, mulher, toalete, wc
🚻	banheiro, lavabo, sanitário, toalete
🚼	bebê, fralda, fraldário, símbolo de bebê
🚾	WC, latrina, lavabo, toalete
🛂	controle, controle de passaportes, passaporte
🛃	aduana, alfândega, bens, impostos
🛄	bagagem, restituição de bagagem
🛅	bagagem, depósito de bagagem, malas, serviço de bagagem
⚠	aviso, sinal
🚸	atravessando, criança, crianças atravessando, pedestre, tráfego
⛔	entrada, entrada proibida, não, proibido, sinal
🚫	entrada, não, proibido, sinal
🚳	bicicleta, bicicletas não são permitidas, não, proibido, proibido andar de bicicleta
🚭	fumar, não é permitido fumar, proibido, proibido fumar
🚯	lixo, não, proibido, proibido jogar lixo no chão
🚱	imprópria para consumo, água, água não potável
🚷	não, pedestre, pedestres não são permitidos, proibida a passagem de pedestres, proibido
📵	celular, celulares não são permitidos, não, proibido, proibido o uso de telefone celular, telefone
🔞	18, dezoito, menor de idade, proibido, proibido para menores de 18 anos, restrição de idade
☢	radiação, radioativo, sinal, símbolo
☣	biológico, resíduos, risco biológico
⬆	cardinal, direção, norte, seta, seta para cima
↗	direção, intercardinal, nordeste, seta, seta para cima e para a direita
➡	direita, direção, leste, seta, seta para a direita
↘	direção, intercardinal, seta, seta para baixo e para a direita, sudeste
⬇	cardinal, direção, para baixo, seta, seta para baixo, sul
↙	direção, intercardinal, seta, seta para baixo e para a esquerda, sudoeste
⬅	direção, esquerda, oeste, seta, seta para a esquerda
↖	direção, intercardinal, noroeste, seta, seta para cima e para a esquerda
↕	para baixo, para cima, seta, seta para cima e para baixo, vertical
↔	horizontal, lados, seta, seta para esquerda e direita
↩	curva, retorno, seta, seta curva da direita para a esquerda, voltar à esquerda
↪	curva, retorno, seta, seta curva da esquerda para a direita, voltar à direita
⤴	curva, seta, seta curva de baixo para cima, seta para a direita curvada para cima, seta para cima
⤵	curva, seta curva de cima para baixo, seta para a direita curvada para baixo, seta para baixo
🔃	recarregar, sentido horário, seta, setas verticais no sentido horário
